Scientific_name,English_name_AviList,Portuguese (Portugal),IUCN_Red_List_Category
Crithagra canicapilla canicapilla,,,
Crithagra canicapilla elgonensis,,,
Crithagra canicapilla montanorum,,,
Crithagra gularis,Streaky-headed Seedeater,Streaky-headed seedeater,LC
Crithagra gularis benguellensis,,,
Crithagra gularis endemion,,,
Crithagra gularis gularis,,,
Crithagra gularis humilis,,,
Crithagra gularis mendosa,,,
Crithagra striatipectus,Stripe-breasted Seedeater,Stripe-breasted seedeater,LC
Crithagra reichardi,Reichard's Seedeater,Reichard's seedeater,LC
Crithagra tristriata,Brown-rumped Seedeater,Brown-rumped seedeater,LC
Crithagra menachensis,Yemen Serin,Yemen serin,LC
Crithagra ankoberensis,Ankober Serin,Ankober serin,VU
Crithagra totta,Cape Siskin,Cape siskin,LC
Crithagra symonsi,Drakensberg Siskin,Drakensberg siskin,LC
Linaria,,,
Linaria flavirostris,Twite,Pintarroxo-de-bico-amarelo,LC
Linaria flavirostris pipilans,,,
Linaria flavirostris flavirostris,,,
Linaria flavirostris brevirostris,,,
Linaria flavirostris kirghizorum,,,
Linaria flavirostris korejevi,,,
Linaria flavirostris altaica,,,
Linaria flavirostris montanella,,,
Linaria flavirostris miniakensis,,,
Linaria flavirostris rufostrigata,,,
Linaria cannabina,Common Linnet,Pintarroxo-de-bico-escuro,LC
Linaria cannabina autochthona,,,
Linaria cannabina cannabina,,,
Linaria cannabina bella,,,
Linaria cannabina mediterranea,,,
Linaria cannabina guentheri,,,
Linaria cannabina meadewaldoi,,,
Linaria cannabina harterti,,,
Linaria yemenensis,Yemen Linnet,Yemen linnet,LC
Linaria johannis,Warsangli Linnet,Warsangli linnet,NT
Acanthis,,,
Acanthis flammea,Redpoll,Pintarroxo-de-queixo-preto,LC
Acanthis flammea flammea,,,
Acanthis flammea rostrata,,,
Acanthis flammea cabaret,,,
Acanthis flammea exilipes,,,
Acanthis flammea hornemanni,,,
Loxia,,,
Loxia megaplaga,Hispaniolan Crossbill,Hispaniolan crossbill,EN
Loxia leucoptera,Two-barred Crossbill,Cruza-bico-listado,LC
Loxia leucoptera bifasciata,,,
Loxia leucoptera leucoptera,,,
Loxia pytyopsittacus,Parrot Crossbill,Cruza-bico-papagaio,LC
Loxia scotica,Scottish Crossbill,Cruza-bico-escocês,LC
Loxia sinesciuris,Cassia Crossbill,Cruza-bico-de-cássia,NE
Loxia curvirostra,Red Crossbill,Cruza-bico,NE
Loxia curvirostra curvirostra,,,
Loxia curvirostra balearica,,,
Loxia curvirostra corsicana,,,
Loxia curvirostra poliogyna,,,
Loxia curvirostra guillemardi,,,
Loxia curvirostra altaiensis,,,
Loxia curvirostra tianschanica,,,
Loxia curvirostra himalayensis,,,
Loxia curvirostra meridionalis,,,
Loxia curvirostra japonica,,,
Loxia curvirostra luzoniensis,,,
Loxia curvirostra minor,,,
Loxia curvirostra percna,,,
Loxia curvirostra sitkensis,,,
Loxia curvirostra bendirei,,,
Loxia curvirostra benti,,,
Loxia curvirostra grinnelli,,,
Loxia curvirostra stricklandi,,,
Loxia curvirostra mesamericana,,,
Chrysocorythus,,,
Chrysocorythus mindanensis,Mindanao Serin,Mindanao serin,LC
Chrysocorythus estherae,Indonesian Serin,Indonesian serin,LC
Chrysocorythus estherae vanderbilti,,,
Chrysocorythus estherae estherae,,,
Chrysocorythus estherae orientalis,,,
Chrysocorythus estherae renatae,,,
Carduelis,,,
Carduelis citrinella,Citril Finch,Milheirinha-serrana,LC
Carduelis corsicana,Corsican Finch,Milheirinha-da-córsega,LC
Carduelis caniceps,Grey-crowned Goldfinch,Gray-crowned goldfinch,LC
Carduelis caniceps paropanisi,,,
Carduelis caniceps subulata,,,
Carduelis caniceps caniceps,,,
Carduelis caniceps ultima,,,
Carduelis carduelis,European Goldfinch,Pintassilgo,LC
Carduelis carduelis britannica,,,
Carduelis carduelis carduelis,,,
Carduelis carduelis parva,,,
Carduelis carduelis tschusii,,,
Carduelis carduelis balcanica,,,
Carduelis carduelis niediecki,,,
Carduelis carduelis brevirostris,,,
Carduelis carduelis colchica,,,
Carduelis carduelis volgensis,,,
Carduelis carduelis frigoris,,,
Serinus,,,
Serinus canaria,Atlantic Canary,Canário-da-terra,LC
Serinus serinus,European Serin,Milheirinha-europeia,LC
Serinus pusillus,Red-fronted Serin,Milheirinha-de-testa-vermelha,LC
Serinus syriacus,Syrian Serin,Milheirinha-do-levante,VU
Serinus nigriceps,Ethiopian Siskin,Ethiopian siskin,LC
Serinus alario,Black-headed Canary,Black-headed canary,LC
Serinus alario leucolaemus,,,
Serinus alario alario,,,
Serinus canicollis,Cape Canary,Cape canary,LC
Serinus canicollis griseitergum,,,
Serinus canicollis thompsonae,,,
Serinus canicollis canicollis,,,
Serinus flavivertex,Yellow-crowned Canary,Yellow-crowned canary,LC
Serinus flavivertex flavivertex,,,
Serinus flavivertex sassii,,,
Serinus flavivertex huillensis,,,
Spinus,,,
Spinus thibetanus,Tibetan Serin,Tibetan serin,LC
Spinus spinus,Eurasian Siskin,Lugre,LC
Spinus pinus,Pine Siskin,Pine siskin,LC
Spinus pinus pinus,,,
Spinus pinus macropterus,,,
Spinus pinus perplexus,,,
Spinus atriceps,Black-capped Siskin,Black-capped siskin,LC
Spinus notatus,Black-headed Siskin,Black-headed siskin,LC
Spinus notatus notatus,,,
Spinus notatus forreri,,,
Spinus notatus oleaceus,,,
Spinus dominicensis,Antillean Siskin,Antillean siskin,LC
Spinus psaltria,Lesser Goldfinch,Lesser goldfinch,LC
Spinus psaltria hesperophilus,,,
Spinus psaltria witti,,,
Spinus psaltria psaltria,,,
Spinus psaltria jouyi,,,
Spinus psaltria colombianus,,,
Spinus lawrencei,Lawrence's Goldfinch,Lawrence's goldfinch,LC
Spinus tristis,American Goldfinch,American goldfinch,LC
Spinus tristis pallidus,,,
Spinus tristis jewetti,,,
Spinus tristis salicamans,,,
Spinus tristis tristis,,,
Spinus spinescens,Andean Siskin,Andean siskin,LC
Spinus spinescens spinescens,,,
Spinus spinescens nigricauda,,,
Spinus yarrellii,Yellow-faced Siskin,Pintassilgo-do-nordeste,VU
Spinus xanthogastrus,Yellow-bellied Siskin,Yellow-bellied siskin,LC
Spinus xanthogastrus xanthogastrus,,,
Spinus xanthogastrus stejnegeri,,,
Spinus cucullatus,Red Siskin,Red siskin,EN
Spinus crassirostris,Thick-billed Siskin,Thick-billed siskin,LC
Spinus crassirostris amadoni,,,
Spinus crassirostris crassirostris,,,
Spinus magellanicus,Hooded Siskin,Hooded siskin,LC
Spinus magellanicus capitalis,,,
Spinus magellanicus paulus,,,
Spinus magellanicus peruanus,,,
Spinus magellanicus urubambensis,,,
Spinus magellanicus santaecrucis,,,
Spinus magellanicus bolivianus,,,
Spinus magellanicus hoyi,,,
Spinus magellanicus tucumanus,,,
Spinus magellanicus alleni,,,
Spinus magellanicus ictericus,,,
Spinus magellanicus magellanicus,,,
Spinus magellanicus longirostris,,,
Spinus siemiradzkii,Saffron Siskin,Saffron siskin,LC
Spinus olivaceus,Olivaceous Siskin,Olivaceous siskin,LC
Spinus atratus,Black Siskin,Black siskin,LC
Spinus uropygialis,Yellow-rumped Siskin,Yellow-rumped siskin,LC
Spinus barbatus,Black-chinned Siskin,Black-chinned siskin,LC
Rhodinocichlidae,,,
Rhodinocichla,,,
Rhodinocichla rosea,Rosy Thrush-tanager,Rosy thrush-tanager,LC
Rhodinocichla rosea schistacea,,,
Rhodinocichla rosea eximia,,,
Rhodinocichla rosea harterti,,,
Rhodinocichla rosea beebei,,,
Rhodinocichla rosea rosea,,,
Calcariidae,,,
Rhynchophanes,,,
Rhynchophanes mccownii,Thick-billed Longspur,Thick-billed longspur,LC
Plectrophenax,,,
Plectrophenax hyperboreus,McKay's Bunting,Mckay's bunting,LC
Plectrophenax nivalis,Snow Bunting,Escrevedeira-das-neves,LC
Plectrophenax nivalis nivalis,,,
Plectrophenax nivalis insulae,,,
Plectrophenax nivalis vlasowae,,,
Plectrophenax nivalis townsendi,,,
Calcarius,,,
Calcarius lapponicus,Lapland Longspur,Escrevedeira-da-lapónia,LC
Calcarius lapponicus subcalcaratus,,,
Calcarius lapponicus lapponicus,,,
Calcarius lapponicus kamtschaticus,,,
Calcarius lapponicus alascensis,,,
Calcarius lapponicus coloratus,,,
Calcarius ornatus,Chestnut-collared Longspur,Chestnut-collared longspur,VU
Calcarius pictus,Smith's Longspur,Smith's longspur,LC
Emberizidae,,,
Emberiza,,,
Emberiza cabanisi,Cabanis's Bunting,Cabanis's bunting,LC
Emberiza cabanisi cabanisi,,,
Emberiza cabanisi cognominata,,,
Emberiza cabanisi orientalis,,,
Emberiza flaviventris,Golden-breasted Bunting,Golden-breasted bunting,LC
Emberiza flaviventris flavigaster,,,
Emberiza flaviventris kalaharica,,,
Emberiza flaviventris princeps,,,
Emberiza flaviventris flaviventris,,,
Emberiza poliopleura,Somali Bunting,Somali bunting,LC
Emberiza affinis,Brown-rumped Bunting,Brown-rumped bunting,LC
Emberiza affinis nigeriae,,,
Emberiza affinis vulpecula,,,
Emberiza affinis affinis,,,
Emberiza affinis omoensis,,,
Emberiza capensis,Cape Bunting,Cape bunting,LC
Emberiza capensis nebularum,,,
Emberiza capensis bradfieldi,,,
Emberiza capensis smithersii,,,
Emberiza capensis plowesi,,,
Emberiza capensis limpopoensis,,,
Emberiza capensis reidi,,,
Emberiza capensis basutoensis,,,
Emberiza capensis cinnamomea,,,
Emberiza capensis vinacea,,,
Emberiza capensis capensis,,,
Emberiza capensis vincenti,,,
Emberiza impetuani,Lark-like Bunting,Lark-like bunting,LC
Emberiza impetuani impetuani,,,
Emberiza impetuani sloggetti,,,
Emberiza socotrana,Socotra Bunting,Socotra bunting,NT
Emberiza sahari,House Bunting,Escrevedeira-doméstica-do-sará,LC
Emberiza sahari sanghae,,,
Emberiza sahari sahari,,,
Emberiza striolata,Striolated Bunting,Escrevedeira-doméstica-do-levante,LC
Emberiza striolata saturatior,,,
Emberiza striolata jebelmarrae,,,
Emberiza striolata striolata,,,
Emberiza goslingi,Gosling's Bunting,Gosling's bunting,NE
Emberiza tahapisi,Cinnamon-breasted Bunting,Cia-africana,NE
Emberiza tahapisi arabica,,,
Emberiza tahapisi septemstriata,,,
Emberiza tahapisi tahapisi,,,
Emberiza tahapisi nivenorum,,,
Emberiza siemsseni,Slaty Bunting,Slaty bunting,LC
Emberiza elegans,Yellow-throated Bunting,Yellow-throated bunting,LC
Emberiza elegans elegans,,,
Emberiza elegans elegantula,,,
Emberiza yessoensis,Ochre-rumped Bunting,Ochre-rumped bunting,NT
Emberiza yessoensis yessoensis,,,
Emberiza yessoensis continentalis,,,
Emberiza pallasi,Pallas's Reed Bunting,Escrevedeira-de-pallas,NE
Emberiza pallasi pallasi,,,
Emberiza pallasi minor,,,
Emberiza pallasi polaris,,,
Emberiza pallasi lydiae,,,
Emberiza schoeniclus,Common Reed Bunting,Escrevedeira-dos-caniços,NE
Emberiza schoeniclus lusitanica,,,
Emberiza schoeniclus schoeniclus,,,
Emberiza schoeniclus passerina,,,
Emberiza schoeniclus parvirostris,,,
Emberiza schoeniclus pyrrhulina,,,
Emberiza schoeniclus pallidior,,,
Emberiza schoeniclus stresemanni,,,
Emberiza schoeniclus ukrainae,,,
Emberiza schoeniclus incognita,,,
Emberiza schoeniclus witherbyi,,,
Emberiza schoeniclus intermedia,,,
Emberiza schoeniclus tschusii,,,
Emberiza schoeniclus reiseri,,,
Emberiza schoeniclus caspia,,,
Emberiza schoeniclus korejewi,,,
Emberiza schoeniclus pyrrhuloides,,,
Emberiza schoeniclus harterti,,,
Emberiza schoeniclus centralasiae,,,
Emberiza schoeniclus zaidamensis,,,
Emberiza chrysophrys,Yellow-browed Bunting,Escrevedeira-de-sobrolho,LC
Emberiza tristrami,Tristram's Bunting,Tristram's bunting,LC
Emberiza variabilis,Grey Bunting,Gray bunting,LC
Emberiza variabilis variabilis,,,
Emberiza variabilis musica,,,
Emberiza rutila,Chestnut Bunting,Escrevedeira-ferrugínea,LC
Emberiza aureola,Yellow-breasted Bunting,Escrevedeira-de-barriga-amarela,CR
Emberiza aureola aureola,,,
Emberiza aureola ornata,,,
Emberiza pusilla,Little Bunting,Escrevedeira-pequena,LC
Emberiza rustica,Rustic Bunting,Escrevedeira-rústica,NT
Emberiza sulphurata,Yellow Bunting,Yellow bunting,LC
Emberiza personata,Masked Bunting,Masked bunting,LC
Emberiza spodocephala,Black-faced Bunting,Escrevedeira-de-faces-pretas,LC
Emberiza spodocephala spodocephala,,,
Emberiza spodocephala sordida,,,
Emberiza lathami,Crested Bunting,Crested bunting,LC
Emberiza melanocephala,Black-headed Bunting,Escrevedeira-de-cabeça-preta,LC
Emberiza bruniceps,Red-headed Bunting,Escrevedeira-de-cabeça-ruiva,LC
Emberiza calandra,Corn Bunting,Trigueirão,LC
Emberiza calandra calandra,,,
Emberiza calandra buturlini,,,
Emberiza fucata,Chestnut-eared Bunting,Escrevedeira-d'orelhas-castanhas,LC
Emberiza fucata arcuata,,,
Emberiza fucata fucata,,,
Emberiza fucata kuatunensis,,,
Emberiza koslowi,Tibetan Bunting,Tibetan bunting,LC
Emberiza jankowskii,Jankowski's Bunting,Rufous-backed bunting,EN
Emberiza cioides,Meadow Bunting,Meadow bunting,LC
Emberiza cioides tarbagataica,,,
Emberiza cioides cioides,,,
Emberiza cioides weigoldi,,,
Emberiza cioides castaneiceps,,,
Emberiza cioides ciopsis,,,
Emberiza godlewskii,Godlewski's Bunting,Godlewski's bunting,LC
Emberiza godlewskii decolorata,,,
Emberiza godlewskii godlewskii,,,
Emberiza godlewskii khamensis,,,
Emberiza godlewskii yunnanensis,,,
Emberiza godlewskii omissa,,,
Emberiza cia,Rock Bunting,Cia,LC
Emberiza cia cia,,,
Emberiza cia hordei,,,
Emberiza cia prageri,,,
Emberiza cia par,,,
Emberiza cia stracheyi,,,
Emberiza cia flemingorum,,,
Emberiza buchanani,Grey-necked Bunting,Sombria-de-pescoço-cinzento,LC
Emberiza buchanani cerrutii,,,
Emberiza buchanani buchanani,,,
Emberiza buchanani neobscura,,,
Emberiza cineracea,Cinereous Bunting,Escrevedeira-cinzenta,NT
Emberiza cineracea cineracea,,,
Emberiza cineracea semenowi,,,
Emberiza hortulana,Ortolan Bunting,Sombria,LC
Emberiza caesia,Cretzschmar's Bunting,Sombria-de-capuz,LC
Emberiza cirlus,Cirl Bunting,Escrevedeira,LC
Emberiza stewarti,White-capped Bunting,White-capped bunting,LC
Emberiza leucocephalos,Pine Bunting,Escrevedeira-de-barrete-branco,LC
Emberiza leucocephalos leucocephalos,,,
Emberiza leucocephalos fronto,,,
Emberiza citrinella,Yellowhammer,Escrevedeira-amarela,LC
Emberiza citrinella caliginosa,,,
Emberiza citrinella citrinella,,,
Emberiza citrinella erythrogenys,,,
Passerellidae,,,
Amphispizopsis,,,
Amphispizopsis quinquestriata,Five-striped Sparrow,Five-striped sparrow,LC
Amphispizopsis quinquestriata septentrionalis,,,
Amphispizopsis quinquestriata quinquestriata,,,
Amphispiza,,,
Amphispiza bilineata,Black-throated Sparrow,Black-throated sparrow,LC
Amphispiza bilineata bilineata,,,
Amphispiza bilineata opuntia,,,
Amphispiza bilineata deserticola,,,
Amphispiza bilineata bangsi,,,
Amphispiza bilineata tortugae,,,
Amphispiza bilineata belvederei,,,
Amphispiza bilineata pacifica,,,
Amphispiza bilineata cana,,,
Amphispiza bilineata grisea,,,
Calamospiza,,,
Calamospiza melanocorys,Lark Bunting,Lark bunting,LC
Chondestes,,,
Chondestes grammacus,Lark Sparrow,Escrevedeira-arlequim,LC
Chondestes grammacus grammacus,,,
Chondestes grammacus strigatus,,,
Spizella,,,
Spizella passerina,Chipping Sparrow,Chipping sparrow,LC
Spizella passerina passerina,,,
Spizella passerina arizonae,,,
Spizella passerina atremaea,,,
Spizella passerina mexicana,,,
Spizella passerina pinetorum,,,
Spizella pallida,Clay-colored Sparrow,Clay-colored sparrow,LC
Spizella atrogularis,Black-chinned Sparrow,Black-chinned sparrow,LC
Spizella atrogularis evura,,,
Spizella atrogularis cana,,,
Spizella atrogularis atrogularis,,,
Spizella pusilla,Field Sparrow,Field sparrow,LC
Spizella breweri,Brewer's Sparrow,Brewer's sparrow,LC
Spizella breweri taverneri,,,
Spizella breweri breweri,,,
Spizella wortheni,Worthen's Sparrow,Worthen's sparrow,EN
Spizella wortheni wortheni,,,
Spizella wortheni browni,,,
Oreothraupis,,,
Oreothraupis arremonops,Tanager Finch,Tanager finch,LC
Chlorospingus,,,
Chlorospingus flavigularis,Yellow-throated Chlorospingus,Yellow-throated chlorospingus,NE
Chlorospingus flavigularis hypophaeus,,,
Chlorospingus flavigularis marginatus,,,
Chlorospingus flavigularis flavigularis,,,
Chlorospingus parvirostris,Yellow-whiskered Chlorospingus,Short-billed chlorospingus,LC
Chlorospingus parvirostris huallagae,,,
Chlorospingus parvirostris medianus,,,
Chlorospingus parvirostris parvirostris,,,
Chlorospingus canigularis,Ashy-throated Chlorospingus,Ashy-throated chlorospingus,LC
Chlorospingus canigularis olivaceiceps,,,
Chlorospingus canigularis canigularis,,,
Chlorospingus canigularis conspicillatus,,,
Chlorospingus canigularis paulus,,,
Chlorospingus canigularis signatus,,,
Chlorospingus pileatus,Sooty-capped Chlorospingus,Sooty-capped chlorospingus,LC
Chlorospingus flavopectus,Common Chlorospingus,Common chlorospingus,NE
Chlorospingus flavopectus postocularis,,,
Chlorospingus flavopectus wetmorei,,,
Chlorospingus flavopectus albifrons,,,
Chlorospingus flavopectus ophthalmicus,,,
Chlorospingus flavopectus dwighti,,,
Chlorospingus flavopectus honduratius,,,
Chlorospingus flavopectus regionalis,,,
Chlorospingus flavopectus punctulatus,,,
Chlorospingus flavopectus jacqueti,,,
Chlorospingus flavopectus falconensis,,,
Chlorospingus flavopectus venezuelanus,,,
Chlorospingus flavopectus ponsi,,,
Chlorospingus flavopectus eminens,,,
Chlorospingus flavopectus trudis,,,
Chlorospingus flavopectus exitelus,,,
Chlorospingus flavopectus flavopectus,,,
Chlorospingus flavopectus macarenae,,,
Chlorospingus flavopectus olsoni,,,
Chlorospingus flavopectus nigriceps,,,
Chlorospingus flavopectus phaeocephalus,,,
Chlorospingus flavopectus cinereocephalus,,,
Chlorospingus flavopectus hiaticolus,,,
Chlorospingus flavopectus peruvianus,,,
Chlorospingus flavopectus bolivianus,,,
Chlorospingus flavopectus fulvigularis,,,
Chlorospingus flavopectus argentinus,,,
Chlorospingus tacarcunae,Tacarcuna Chlorospingus,Tacarcuna chlorospingus,LC
Chlorospingus inornatus,Pirre Chlorospingus,Pirre chlorospingus,LC
Chlorospingus semifuscus,Dusky Chlorospingus,Dusky chlorospingus,NE
Chlorospingus semifuscus livingstoni,,,
Chlorospingus semifuscus semifuscus,,,
Chlorospingus semifuscus xanthothorax,,,
Ammodramus,,,
Ammodramus savannarum,Grasshopper Sparrow,Grasshopper sparrow,LC
Ammodramus savannarum perpallidus,,,
Ammodramus savannarum ammolegus,,,
Ammodramus savannarum pratensis,,,
Ammodramus savannarum floridanus,,,
Ammodramus savannarum bimaculatus,,,
Ammodramus savannarum beatriceae,,,
Ammodramus savannarum cracens,,,
Ammodramus savannarum caucae,,,
Ammodramus savannarum savannarum,,,
Ammodramus savannarum intricatus,,,
Ammodramus savannarum borinquensis,,,
Ammodramus savannarum caribaeus,,,
Ammodramus humeralis,Grassland Sparrow,Tico-tico-do-campo,LC
Ammodramus humeralis humeralis,,,
Ammodramus humeralis pallidulus,,,
Ammodramus humeralis xanthornus,,,
Ammodramus humeralis tarijensis,,,
Ammodramus aurifrons,Yellow-browed Sparrow,Tico-tico-cigarrinha,LC
Ammodramus aurifrons apurensis,,,
Ammodramus aurifrons cherriei,,,
Ammodramus aurifrons tenebrosus,,,
Ammodramus aurifrons aurifrons,,,
Rhynchospiza,,,
Rhynchospiza stolzmanni,Tumbes Sparrow,Tumbes sparrow,LC
Rhynchospiza dabbenei,Yungas Sparrow,Yungas sparrow,LC
Rhynchospiza strigiceps,Chaco Sparrow,Chaco sparrow,LC
Arremonops,,,
Arremonops rufivirgatus,Olive Sparrow,Olive sparrow,LC
Arremonops rufivirgatus rufivirgatus,,,
Arremonops rufivirgatus crassirostris,,,
Arremonops rufivirgatus rhyptothorax,,,
Arremonops rufivirgatus verticalis,,,
Arremonops rufivirgatus sinaloae,,,
Arremonops rufivirgatus sumichrasti,,,
Arremonops rufivirgatus chiapensis,,,
Arremonops rufivirgatus superciliosus,,,
Arremonops chloronotus,Green-backed Sparrow,Green-backed sparrow,LC
Arremonops chloronotus chloronotus,,,
Arremonops chloronotus twomeyi,,,
Arremonops conirostris,Black-striped Sparrow,Tico-tico-cantor,LC
Arremonops conirostris striaticeps,,,
Arremonops conirostris viridicatus,,,
Arremonops conirostris inexpectatus,,,
Arremonops conirostris conirostris,,,
Arremonops conirostris umbrinus,,,
Arremonops conirostris pastazae,,,
Arremonops tocuyensis,Tocuyo Sparrow,Tocuyo sparrow,LC
Peucaea,,,
Peucaea carpalis,Rufous-winged Sparrow,Rufous-winged sparrow,LC
Peucaea carpalis carpalis,,,
Peucaea carpalis bangsi,,,
Peucaea carpalis cohaerens,,,
Peucaea sumichrasti,Cinnamon-tailed Sparrow,Cinnamon-tailed sparrow,NT
Peucaea ruficauda,Stripe-headed Sparrow,Stripe-headed sparrow,LC
Peucaea ruficauda acuminata,,,
Peucaea ruficauda lawrencii,,,
Peucaea ruficauda connectens,,,
Peucaea ruficauda ruficauda,,,
Peucaea humeralis,Black-chested Sparrow,Black-chested sparrow,LC
Peucaea mystacalis,Bridled Sparrow,Bridled sparrow,LC
