Scientific_name,English_name_AviList,Romanian,IUCN_Red_List_Category
Cisticola cantans pictipennis,,,
Cisticola cantans muenzneri,,,
Cisticola lateralis,Whistling Cisticola,Whistling Cisticola,LC
Cisticola lateralis lateralis,,,
Cisticola lateralis antinorii,,,
Cisticola lateralis modestus,,,
Cisticola anonymus,Chattering Cisticola,Chattering Cisticola,LC
Cisticola woosnami,Trilling Cisticola,Trilling Cisticola,LC
Cisticola woosnami woosnami,,,
Cisticola woosnami lufira,,,
Cisticola bulliens,Bubbling Cisticola,Bubbling Cisticola,LC
Cisticola bulliens septentrionalis,,,
Cisticola bulliens bulliens,,,
Cisticola chubbi,Chubb's Cisticola,Chubb's Cisticola,LC
Cisticola chubbi adametzi,,,
Cisticola chubbi discolor,,,
Cisticola chubbi chubbi,,,
Cisticola chubbi marungensis,,,
Cisticola hunteri,Hunter's Cisticola,Hunter's Cisticola,LC
Cisticola nigriloris,Black-lored Cisticola,Black-lored Cisticola,LC
Cisticola bakerorum,Kilombero Cisticola,Kilombero Cisticola,VU
Cisticola aberrans,Rock-loving Cisticola,Rock-loving Cisticola,LC
Cisticola aberrans nyika,,,
Cisticola aberrans lurio,,,
Cisticola aberrans aberrans,,,
Cisticola aberrans minor,,,
Cisticola aberrans admiralis,,,
Cisticola aberrans petrophilus,,,
Cisticola aberrans emini,,,
Cisticola bailunduensis,Huambo Cisticola,Huambo Cisticola,LC
Cisticola bodessa,Boran Cisticola,Boran Cisticola,LC
Cisticola bodessa kaffensis,,,
Cisticola bodessa bodessa,,,
Cisticola chiniana,Rattling Cisticola,Rattling Cisticola,LC
Cisticola chiniana simplex,,,
Cisticola chiniana fricki,,,
Cisticola chiniana fortis,,,
Cisticola chiniana humilis,,,
Cisticola chiniana fischeri,,,
Cisticola chiniana ukamba,,,
Cisticola chiniana victoria,,,
Cisticola chiniana heterophrys,,,
Cisticola chiniana keithi,,,
Cisticola chiniana mbeya,,,
Cisticola chiniana emendatus,,,
Cisticola chiniana procerus,,,
Cisticola chiniana frater,,,
Cisticola chiniana bensoni,,,
Cisticola chiniana smithersi,,,
Cisticola chiniana chiniana,,,
Cisticola chiniana campestris,,,
Cisticola cinereolus,Ashy Cisticola,Ashy Cisticola,LC
Cisticola cinereolus cinereolus,,,
Cisticola cinereolus schillingsi,,,
Cisticola ruficeps,Red-pate Cisticola,Red-pate Cisticola,LC
Cisticola ruficeps ruficeps,,,
Cisticola ruficeps scotopterus,,,
Cisticola ruficeps mongalla,,,
Cisticola guinea,Dorst's Cisticola,Dorst's Cisticola,LC
Cisticola rufilatus,Tinkling Cisticola,Tinkling Cisticola,LC
Cisticola rufilatus ansorgei,,,
Cisticola rufilatus vicinior,,,
Cisticola rufilatus rufilatus,,,
Cisticola subruficapilla,Grey-backed Cisticola,Gray-backed Cisticola,LC
Cisticola subruficapilla newtoni,,,
Cisticola subruficapilla windhoekensis,,,
Cisticola subruficapilla karasensis,,,
Cisticola subruficapilla namaqua,,,
Cisticola subruficapilla subruficapilla,,,
Cisticola subruficapilla jamesi,,,
Cisticola distinctus,Lynes's Cisticola,Lynes's Cisticola,NE
Cisticola lais,Wailing Cisticola,Wailing Cisticola,NE
Cisticola lais namba,,,
Cisticola lais semifasciatus,,,
Cisticola lais mashona,,,
Cisticola lais oreobates,,,
Cisticola lais monticola,,,
Cisticola lais lais,,,
Cisticola lais maculatus,,,
Cisticola restrictus,Tana River Cisticola,Tana River Cisticola,DD
Cisticola njombe,Churring Cisticola,Churring Cisticola,LC
Cisticola njombe njombe,,,
Cisticola njombe mariae,,,
Cisticola haematocephalus,Coastal Cisticola,Coastal Cisticola,LC
Cisticola anderseni,White-tailed Cisticola,White-tailed Cisticola,NT
Cisticola luapula,Luapula Cisticola,Luapula Cisticola,LC
Cisticola pipiens,Chirping Cisticola,Chirping Cisticola,LC
Cisticola pipiens congo,,,
Cisticola pipiens pipiens,,,
Cisticola pipiens arundicola,,,
Cisticola lugubris,Ethiopian Cisticola,Ethiopian Cisticola,LC
Cisticola marginatus,Winding Cisticola,Winding Cisticola,LC
Cisticola marginatus amphilectus,,,
Cisticola marginatus zalingei,,,
Cisticola marginatus marginatus,,,
Cisticola marginatus nyansae,,,
Cisticola marginatus suahelicus,,,
Cisticola galactotes,Rufous-winged Cisticola,Rufous-winged Cisticola,LC
Cisticola galactotes isodactylus,,,
Cisticola galactotes galactotes,,,
Cisticola carruthersi,Carruthers's Cisticola,Carruthers's Cisticola,LC
Cisticola tinniens,Levaillant's Cisticola,Levaillant's Cisticola,LC
Cisticola tinniens dyleffi,,,
Cisticola tinniens oreophilus,,,
Cisticola tinniens shiwae,,,
Cisticola tinniens perpullus,,,
Cisticola tinniens tinniens,,,
Cisticola tinniens elegans,,,
Cisticola robustus,Stout Cisticola,Stout Cisticola,LC
Cisticola robustus robustus,,,
Cisticola robustus schraderi,,,
Cisticola robustus omo,,,
Cisticola robustus santae,,,
Cisticola robustus nuchalis,,,
Cisticola robustus awemba,,,
Cisticola robustus angolensis,,,
Cisticola natalensis,Croaking Cisticola,Croaking Cisticola,LC
Cisticola natalensis strangei,,,
Cisticola natalensis inexpectatus,,,
Cisticola natalensis argenteus,,,
Cisticola natalensis tonga,,,
Cisticola natalensis katanga,,,
Cisticola natalensis huambo,,,
Cisticola natalensis natalensis,,,
Cisticola natalensis holubii,,,
Cisticola fulvicapilla,Neddicky,Piping Cisticola,LC
Cisticola fulvicapilla dispar,,,
Cisticola fulvicapilla muelleri,,,
Cisticola fulvicapilla hallae,,,
Cisticola fulvicapilla dexter,,,
Cisticola fulvicapilla ruficapilla,,,
Cisticola fulvicapilla lebombo,,,
Cisticola fulvicapilla fulvicapilla,,,
Cisticola fulvicapilla dumicola,,,
Cisticola fulvicapilla silberbauer,,,
Cisticola aberdare,Aberdare Cisticola,Aberdare Cisticola,VU
Cisticola angusticauda,Long-tailed Cisticola,Tabora Cisticola,LC
Cisticola melanurus,Black-tailed Cisticola,Slender-tailed Cisticola,LC
Cisticola brachypterus,Short-winged Cisticola,Siffling Cisticola,LC
Cisticola brachypterus brachypterus,,,
Cisticola brachypterus hypoxanthus,,,
Cisticola brachypterus zedlitzi,,,
Cisticola brachypterus reichenowi,,,
Cisticola brachypterus ankole,,,
Cisticola brachypterus kericho,,,
Cisticola brachypterus katonae,,,
Cisticola brachypterus loanda,,,
Cisticola brachypterus isabellinus,,,
Cisticola rufus,Rufous Cisticola,Rufous Cisticola,LC
Cisticola troglodytes,Foxy Cisticola,Foxy Cisticola,LC
Cisticola troglodytes troglodytes,,,
Cisticola troglodytes ferrugineus,,,
Cisticola nana,Tiny Cisticola,Tiny Cisticola,LC
Cisticola juncidis,Zitting Cisticola,Stufărică pătată,LC
Cisticola juncidis cisticola,,,
Cisticola juncidis juncidis,,,
Cisticola juncidis uropygialis,,,
Cisticola juncidis terrestris,,,
Cisticola juncidis neuroticus,,,
Cisticola juncidis cursitans,,,
Cisticola juncidis salimalii,,,
Cisticola juncidis omalurus,,,
Cisticola juncidis brunniceps,,,
Cisticola juncidis tinnabulans,,,
Cisticola juncidis nigrostriatus,,,
Cisticola juncidis malaya,,,
Cisticola juncidis fuscicapilla,,,
Cisticola juncidis constans,,,
Cisticola juncidis leanyeri,,,
Cisticola juncidis normani,,,
Cisticola juncidis laveryi,,,
Cisticola haesitatus,Socotra Cisticola,Socotra Cisticola,LC
Cisticola cherina,Madagascar Cisticola,Madagascar Cisticola,LC
Cisticola aridulus,Desert Cisticola,Desert Cisticola,LC
Cisticola aridulus aridulus,,,
Cisticola aridulus lavendulae,,,
Cisticola aridulus tanganyika,,,
Cisticola aridulus lobito,,,
Cisticola aridulus perplexus,,,
Cisticola aridulus kalahari,,,
Cisticola aridulus traylori,,,
Cisticola aridulus caliginus,,,
Cisticola aridulus eremicus,,,
Cisticola textrix,Cloud Cisticola,Cloud Cisticola,LC
Cisticola textrix bulubulu,,,
Cisticola textrix anselli,,,
Cisticola textrix major,,,
Cisticola textrix marleyi,,,
Cisticola textrix textrix,,,
Cisticola eximius,Black-backed Cisticola,Black-backed Cisticola,LC
Cisticola eximius occidens,,,
Cisticola eximius winneba,,,
Cisticola eximius eximius,,,
Cisticola dambo,Dambo Cisticola,Dambo Cisticola,LC
Cisticola dambo kasai,,,
Cisticola dambo dambo,,,
Cisticola brunnescens,Pectoral-patch Cisticola,Pectoral-patch Cisticola,LC
Cisticola brunnescens mbangensis,,,
Cisticola brunnescens lynesi,,,
Cisticola brunnescens wambera,,,
Cisticola brunnescens brunnescens,,,
Cisticola brunnescens nakuruensis,,,
Cisticola brunnescens hindii,,,
Cisticola cinnamomeus,Pale-crowned Cisticola,Pale-crowned Cisticola,LC
Cisticola cinnamomeus midcongo,,,
Cisticola cinnamomeus cinnamomeus,,,
Cisticola cinnamomeus egregius,,,
Cisticola ayresii,Wing-snapping Cisticola,Wing-snapping Cisticola,LC
Cisticola ayresii gabun,,,
Cisticola ayresii imatong,,,
Cisticola ayresii entebbe,,,
Cisticola ayresii itombwensis,,,
Cisticola ayresii mauensis,,,
Cisticola ayresii ayresii,,,
Cisticola exilis,Golden-headed Cisticola,Golden-headed Cisticola,LC
Cisticola exilis tytleri,,,
Cisticola exilis erythrocephalus,,,
Cisticola exilis equicaudatus,,,
Cisticola exilis courtoisi,,,
Cisticola exilis volitans,,,
Cisticola exilis semirufus,,,
Cisticola exilis rusticus,,,
Cisticola exilis lineocapilla,,,
Cisticola exilis diminutus,,,
Cisticola exilis alexandrae,,,
Cisticola exilis exilis,,,
Cisticola exilis polionotus,,,
Acrocephalidae,,,
Graueria,,,
Graueria vittata,Grauer's Warbler,Grauer's Warbler,LC
Nesillas,,,
Nesillas aldabrana,Aldabra Brush Warbler,Aldabra Brush-Warbler,EX
Nesillas typica,Malagasy Brush Warbler,Malagasy Brush-Warbler,LC
Nesillas typica moheliensis,,,
Nesillas typica obscura,,,
Nesillas typica ellisii,,,
Nesillas typica typica,,,
Nesillas typica longicaudata,,,
Nesillas lantzii,Subdesert Brush Warbler,Subdesert Brush-Warbler,LC
Nesillas brevicaudata,Grande Comore Brush Warbler,Grande Comore Brush-Warbler,LC
Nesillas mariae,Moheli Brush Warbler,Moheli Brush-Warbler,EN
Hippolais,,,
Hippolais icterina,Icterine Warbler,Frunzăriță galbenă,LC
Hippolais polyglotta,Melodious Warbler,Frunzăriță melodioasă,LC
Hippolais languida,Upcher's Warbler,Frunzăriță de tufiș,LC
Hippolais olivetorum,Olive-tree Warbler,Frunzăriță balcanică,LC
Arundinax,,,
Arundinax aedon,Thick-billed Warbler,Lăcar cu cioc gros,LC
Arundinax aedon aedon,,,
Arundinax aedon rufescens,,,
Iduna,,,
Iduna caligata,Booted Warbler,Frunzăriță mică,LC
Iduna rama,Sykes's Warbler,Frunzăriță persană,LC
Iduna pallida,Eastern Olivaceous Warbler,Frunzăriță cenușie,LC
Iduna pallida elaeica,,,
Iduna pallida reiseri,,,
Iduna pallida pallida,,,
Iduna pallida alulensis,,,
Iduna pallida laeneni,,,
Iduna opaca,Western Olivaceous Warbler,Frunzăriță hispanică,LC
Iduna similis,Mountain Yellow Warbler,Mountain Yellow-Warbler,LC
Iduna natalensis,African Yellow Warbler,African Yellow-Warbler,LC
Iduna natalensis batesi,,,
Iduna natalensis massaica,,,
Iduna natalensis major,,,
Iduna natalensis natalensis,,,
Calamonastides,,,
Calamonastides gracilirostris,Papyrus Yellow Warbler,Papyrus Yellow-Warbler,NE
Calamonastides gracilirostris gracilirostris,,,
Calamonastides gracilirostris bensoni,,,
Acrocephalus,,,
Acrocephalus schoenobaenus,Sedge Warbler,Lăcar mic,LC
Acrocephalus bistrigiceps,Black-browed Reed Warbler,Black-browed Reed Warbler,LC
Acrocephalus sorghophilus,Speckled Reed Warbler,Streaked Reed Warbler,CR
Acrocephalus paludicola,Aquatic Warbler,Lăcar de pipirig,VU
Acrocephalus melanopogon,Moustached Warbler,Privighetoare de baltă,LC
Acrocephalus melanopogon melanopogon,,,
Acrocephalus melanopogon mimicus,,,
Acrocephalus melanopogon albiventris,,,
Acrocephalus agricola,Paddyfield Warbler,Lăcar cafeniu,LC
Acrocephalus tangorum,Manchurian Reed Warbler,Manchurian Reed Warbler,VU
Acrocephalus concinens,Blunt-winged Warbler,Blunt-winged Warbler,LC
Acrocephalus concinens haringtoni,,,
Acrocephalus concinens stevensi,,,
Acrocephalus concinens concinens,,,
Acrocephalus dumetorum,Blyth's Reed Warbler,Lăcar nordic,LC
Acrocephalus orinus,Large-billed Reed Warbler,Large-billed Reed Warbler,LC
Acrocephalus palustris,Marsh Warbler,Lăcar de mlaștină,LC
Acrocephalus scirpaceus,Common Reed Warbler,Lăcar de stuf,LC
Acrocephalus scirpaceus scirpaceus,,,
Acrocephalus scirpaceus fuscus,,,
Acrocephalus scirpaceus avicenniae,,,
Acrocephalus scirpaceus ammon,,,
Acrocephalus scirpaceus ambiguus,,,
Acrocephalus scirpaceus minor,,,
Acrocephalus scirpaceus cinnamomeus,,,
Acrocephalus scirpaceus suahelicus,,,
Acrocephalus scirpaceus hallae,,,
Acrocephalus scirpaceus baeticatus,,,
Acrocephalus griseldis,Basra Reed Warbler,Lăcar irakian,EN
Acrocephalus sechellensis,Seychelles Warbler,Seychelles Warbler,NT
Acrocephalus newtoni,Madagascar Swamp Warbler,Madagascar Swamp Warbler,LC
Acrocephalus rodericanus,Rodrigues Warbler,Rodrigues Warbler,LC
Acrocephalus gracilirostris,Lesser Swamp Warbler,Lesser Swamp Warbler,LC
Acrocephalus gracilirostris neglectus,,,
Acrocephalus gracilirostris tsanae,,,
Acrocephalus gracilirostris jacksoni,,,
Acrocephalus gracilirostris parvus,,,
Acrocephalus gracilirostris leptorhynchus,,,
Acrocephalus gracilirostris winterbottomi,,,
Acrocephalus gracilirostris cunenensis,,,
Acrocephalus gracilirostris gracilirostris,,,
Acrocephalus brevipennis,Cape Verde Warbler,Cape Verde Swamp Warbler,VU
Acrocephalus rufescens,Greater Swamp Warbler,Greater Swamp Warbler,LC
Acrocephalus rufescens senegalensis,,,
Acrocephalus rufescens rufescens,,,
Acrocephalus rufescens chadensis,,,
Acrocephalus rufescens ansorgei,,,
Acrocephalus arundinaceus,Great Reed Warbler,Lăcar mare,LC
Acrocephalus arundinaceus arundinaceus,,,
Acrocephalus arundinaceus zarudnyi,,,
Acrocephalus orientalis,Oriental Reed Warbler,Lăcar estic,LC
Acrocephalus stentoreus,Clamorous Reed Warbler,Lăcar cu cioc lung,LC
Acrocephalus stentoreus stentoreus,,,
Acrocephalus stentoreus levantinus,,,
Acrocephalus stentoreus brunnescens,,,
Acrocephalus stentoreus amyae,,,
Acrocephalus stentoreus meridionalis,,,
Acrocephalus stentoreus siebersi,,,
Acrocephalus stentoreus harterti,,,
Acrocephalus stentoreus celebensis,,,
Acrocephalus stentoreus lentecaptus,,,
Acrocephalus luscinius,Nightingale Reed Warbler,Nightingale Reed Warbler,EX
Acrocephalus hiwae,Saipan Reed Warbler,Saipan Reed Warbler,EN
Acrocephalus australis,Australian Reed Warbler,Australian Reed Warbler,LC
Acrocephalus australis sumbae,,,
Acrocephalus australis gouldi,,,
Acrocephalus australis australis,,,
Acrocephalus syrinx,Caroline Reed Warbler,Caroline Reed Warbler,LC
Acrocephalus nijoi,Aguiguan Reed Warbler,Aguiguan Reed Warbler,EX
Acrocephalus aequinoctialis,Bokikokiko,Kiritimati Reed Warbler,EN
Acrocephalus aequinoctialis aequinoctialis,,,
Acrocephalus aequinoctialis pistor,,,
Acrocephalus mendanae,Southern Marquesan Reed Warbler,Southern Marquesan Reed Warbler,LC
Acrocephalus mendanae dido,,,
Acrocephalus mendanae mendanae,,,
Acrocephalus mendanae consobrina,,,
Acrocephalus mendanae fatuhivae,,,
Acrocephalus yamashinae,Pagan Reed Warbler,Pagan Reed Warbler,EX
Acrocephalus rehsei,Nauru Reed Warbler,Nauru Reed Warbler,NT
Acrocephalus familiaris,Millerbird,Millerbird,EN
Acrocephalus familiaris familiaris,,,
Acrocephalus familiaris kingi,,,
Acrocephalus vaughani,Pitcairn Reed Warbler,Pitcairn Reed Warbler,EN
Acrocephalus taiti,Henderson Reed Warbler,Henderson Island Reed Warbler,VU
Acrocephalus rimitarae,Rimatara Reed Warbler,Rimatara Reed Warbler,CR
Acrocephalus kerearako,Cook Reed Warbler,Cook Islands Reed Warbler,LC
Acrocephalus kerearako kerearako,,,
Acrocephalus kerearako kaoko,,,
Acrocephalus musae,Garrett's Reed Warbler,Society Islands Reed Warbler,EX
Acrocephalus musae musae,,,
Acrocephalus musae garretti,,,
Acrocephalus caffer,Tahiti Reed Warbler,Tahiti Reed Warbler,VU
Acrocephalus longirostris,Moorea Reed Warbler,Moorea Reed Warbler,CR
Acrocephalus percernis,Northern Marquesan Reed Warbler,Northern Marquesan Reed Warbler,LC
Acrocephalus percernis postremus,,,
Acrocephalus percernis aquilonis,,,
Acrocephalus percernis percernis,,,
Acrocephalus percernis idae,,,
Acrocephalus astrolabii,Mangareva Reed Warbler,Mangareva Reed Warbler,EX
Acrocephalus atyphus,Tuamotu Reed Warbler,Tuamotu Reed Warbler,LC
Acrocephalus atyphus atyphus,,,
Acrocephalus atyphus eremus,,,
Acrocephalus atyphus niauensis,,,
Acrocephalus atyphus palmarum,,,
Acrocephalus atyphus ravus,,,
Acrocephalus atyphus flavidus,,,
Donacobiidae,,,
Donacobius,,,
Donacobius atricapilla,Black-capped Donacobius,Black-capped Donacobius,LC
Donacobius atricapilla brachypterus,,,
Donacobius atricapilla nigrodorsalis,,,
Donacobius atricapilla atricapilla,,,
Donacobius atricapilla albovittatus,,,
Bernieridae,,,
Crossleyia,,,
Crossleyia xanthophrys,Madagascar Yellowbrow,Madagascar Yellowbrow,LC
Crossleyia tenebrosa,Dusky Tetraka,Dusky Tetraka,DD
Xanthomixis,,,
Xanthomixis zosterops,Spectacled Tetraka,Spectacled Tetraka,NT
Xanthomixis zosterops fulvescens,,,
Xanthomixis zosterops andapae,,,
Xanthomixis zosterops zosterops,,,
Xanthomixis zosterops ankafanae,,,
Xanthomixis apperti,Appert's Tetraka,Appert's Tetraka,VU
Xanthomixis cinereiceps,Grey-crowned Tetraka,Gray-crowned Tetraka,NT
Hartertula,,,
Hartertula flavoviridis,Wedge-tailed Jery,Wedge-tailed Jery,NT
Thamnornis,,,
Thamnornis chloropetoides,Thamnornis,Thamnornis,LC
Randia,,,
Randia pseudozosterops,Rand's Warbler,Rand's Warbler,NT
Cryptosylvicola,,,
Cryptosylvicola randrianasoloi,Cryptic Warbler,Cryptic Warbler,LC
Oxylabes,,,
Oxylabes madagascariensis,White-throated Oxylabes,White-throated Oxylabes,NT
Bernieria,,,
Bernieria madagascariensis,Long-billed Bernieria,Long-billed Bernieria,NT
Bernieria madagascariensis madagascariensis,,,
Bernieria madagascariensis incelebris,,,
Locustellidae,,,
Robsonius,,,
Robsonius rabori,Cordillera Ground Warbler,Cordillera Ground-Warbler,NT
Robsonius thompsoni,Sierra Madre Ground Warbler,Sierra Madre Ground-Warbler,LC
Robsonius sorsogonensis,Bicol Ground Warbler,Bicol Ground-Warbler,NT
Helopsaltes,,,
Helopsaltes fasciolatus,Gray's Grasshopper Warbler,Grelușel mare de zăvoi,LC
Helopsaltes amnicola,Sakhalin Grasshopper Warbler,Sakhalin Grasshopper Warbler,LC
Helopsaltes pryeri,Marsh Grassbird,Marsh Grassbird,LC
Helopsaltes pryeri sinensis,,,
Helopsaltes pryeri pryeri,,,
Helopsaltes pleskei,Styan's Grasshopper Warbler,Pleske's Grasshopper Warbler,LC
Helopsaltes ochotensis,Middendorff's Grasshopper Warbler,Middendorff's Grasshopper Warbler,LC
Helopsaltes certhiola,Pallas's Grasshopper Warbler,Grelușel siberian,LC
Helopsaltes certhiola certhiola,,,
Helopsaltes certhiola sparsimstriatus,,,
Helopsaltes certhiola centralasiae,,,
Helopsaltes certhiola rubescens,,,
Helopsaltes certhiola minor,,,
Locustella,,,
Locustella lanceolata,Lanceolated Warbler,Grelușel pătat mic,LC
Locustella lanceolata hendersonii,,,
Locustella lanceolata lanceolata,,,
Locustella alfredi,Bamboo Warbler,Bamboo Warbler,LC
Locustella alfredi kungwensis,,,
Locustella alfredi alfredi,,,
Locustella fluviatilis,River Warbler,Grelușel de zăvoi,LC
Locustella luscinioides,Savi's Warbler,Grelușel de stuf,LC
Locustella luscinioides luscinioides,,,
Locustella luscinioides sarmatica,,,
Locustella luscinioides fusca,,,
