SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS,EXTINCT,EXTINCT_YEAR,FAMILY_CODE
Phapitreron leucotis,White-eared brown-dove,whedov1,species,2429.0,WEBD WEEB,PHLE,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Phapitreron leucotis leucotis,White-eared brown-dove (White-eared),whebrd1,issf,2430.0,WEBD WEEB,PHLE,,Columbiformes,Pigeons and Doves,Columbidae,whedov1,,,columb2
Phapitreron leucotis nigrorum,White-eared brown-dove (Buff-eared),whebrd2,issf,2431.0,WEBD WEEB,PHLE,,Columbiformes,Pigeons and Doves,Columbidae,whedov1,,,columb2
Phapitreron leucotis brevirostris/occipitalis,White-eared brown-dove (Short-billed),whebrd3,issf,2432.0,WEBD WEEB,PHLE,,Columbiformes,Pigeons and Doves,Columbidae,whedov1,,,columb2
Phapitreron amethystinus,Amethyst brown-dove,amedov1,species,2435.0,AMBD ABBD ABDO,PHAM,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Phapitreron amethystinus amethystinus/imeldae,Amethyst brown-dove (Amethyst),amebrd1,issf,2436.0,AMBD ABBD ABDO,PHAM,,Columbiformes,Pigeons and Doves,Columbidae,amedov1,,,columb2
Phapitreron amethystinus maculipectus,Amethyst brown-dove (Gray-breasted),amebrd2,issf,2439.0,AMBD ABBD ABDO,PHAM,,Columbiformes,Pigeons and Doves,Columbidae,amedov1,,,columb2
Phapitreron amethystinus frontalis,Amethyst brown-dove (Cebu),amebrd3,issf,2440.0,AMBD ABBD ABDO,PHAM,,Columbiformes,Pigeons and Doves,Columbidae,amedov1,,,columb2
Phapitreron brunneiceps,Mindanao brown-dove,daedov2,species,2441.0,MBDO DEBD MIBD,PHBR,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Phapitreron cinereiceps,Tawitawi brown-dove,daedov3,species,2442.0,TABD TBDO,PHCI,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Phapitreron sp.,brown-dove sp.,brownd1,spuh,2443.0,,,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Treron olax,Little green-pigeon,ligpig1,species,2444.0,LIGP LGPI,TROL,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Treron vernans,Pink-necked green-pigeon,pinpig3,species,2445.0,PNGP,TRVE,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Treron fulvicollis,Cinnamon-headed green-pigeon,cihpig1,species,2446.0,CHGP,TRFU,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Treron bicinctus,Orange-breasted green-pigeon,orbpig1,species,2451.0,OBGP,TRBI,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Treron pompadora,Sri lanka green-pigeon,pogpig1,species,2456.0,SLGP,TRPO,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Treron affinis,Gray-fronted green-pigeon,pomgrp2,species,2457.0,GFGP,TRAF,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Treron chloropterus,Andaman green-pigeon,pomgrp4,species,2458.0,ANGP AGPI,TRCH,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Treron phayrei,Ashy-headed green-pigeon,pomgrp5,species,2459.0,AHGP,TRPH,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Treron axillaris,Philippine green-pigeon,pomgrp1,species,2462.0,PHGP PGPI,TRAX,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Treron aromaticus,Buru green-pigeon,pomgrp3,species,2467.0,BGPI BUGP,TRAR,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Treron curvirostra,Thick-billed green-pigeon,thbpig1,species,2468.0,TBGP,TRCU,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Treron curvirostra [curvirostra Group],Thick-billed green-pigeon (Thick-billed),thbpig3,issf,2469.0,TBGP,TRCU,,Columbiformes,Pigeons and Doves,Columbidae,thbpig1,,,columb2
Treron curvirostra hypothapsinus/smicrus,Thick-billed green-pigeon (Barusan),thbpig2,issf,2475.0,TBGP,TRCU,,Columbiformes,Pigeons and Doves,Columbidae,thbpig1,,,columb2
Treron griseicauda,Gray-cheeked green-pigeon,gycpig1,species,2478.0,GCGP,TRGR,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Treron teysmannii,Sumba green-pigeon,sugpig2,species,2483.0,SUGP SGPI,TRTE,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Treron floris,Flores green-pigeon,flgpig1,species,2484.0,FGPI FLGP,TRFL,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Treron psittaceus,Pombo-verde-de-timor,timgrp1,species,2485.0,TIGP TGPI,TRPS,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Treron capellei,Large green-pigeon,lagpig1,species,2486.0,LAGP LGPI,TRCA,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Treron phoenicopterus,Yellow-footed green-pigeon,yefpig1,species,2487.0,YFGP,TRPH,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Treron phoenicopterus chlorigaster/phillipsi,Yellow-footed green-pigeon (Yellow-bellied),yefgrp6,issf,2488.0,YFGP,TRPH,,Columbiformes,Pigeons and Doves,Columbidae,yefpig1,,,columb2
Treron phoenicopterus [phoenicopterus Group],Yellow-footed green-pigeon (Gray-bellied),yefgrp7,issf,2491.0,YFGP,TRPH,,Columbiformes,Pigeons and Doves,Columbidae,yefpig1,,,columb2
Treron waalia,Pomba-verde-amarela,brgpig1,species,2495.0,BGPI BRGP,TRWA,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Treron griveaudi,Comoro green-pigeon,madgrp2,species,2496.0,CGPI COGP,TRGR,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Treron australis,Madagascar green-pigeon,madgrp1,species,2497.0,MAGP MGPI,TRAU,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Treron pembaensis,Pemba green-pigeon,pegpig1,species,2500.0,PGPI PEGP,TRPE,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Treron sanctithomae,Sao tome green-pigeon,stgpig1,species,2501.0,STGP,TRSA,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Treron seimundi,Yellow-vented green-pigeon,yevpig1,species,2502.0,YVGP,TRSE,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Treron apicauda,Pin-tailed green-pigeon,pitpig1,species,2505.0,PTGP,TRAP,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Treron calvus,Pombo-verde-africano,afrgrp1,species,2509.0,AFGP ABGP AGPI,TRCA,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Treron calvus [calvus Group],Pombo-verde-africano [grupo calvus],afrgrp2,issf,2510.0,ABGP AFGP AGPI,TRCA,,Columbiformes,Pigeons and Doves,Columbidae,afrgrp1,,,columb2
Treron calvus delalandii/granti,Pombo-verde-africano (delalandii/granti),afrgrp3,issf,2524.0,AFGP ABGP AGPI,TRCA,,Columbiformes,Pigeons and Doves,Columbidae,afrgrp1,,,columb2
Treron oxyurus,Sumatran green-pigeon,gnspig1,species,2527.0,SUGP SGPI,TROX,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Treron sphenurus,Wedge-tailed green-pigeon,wetpig1,species,2528.0,WTGP,TRSP,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Treron sieboldii,White-bellied green-pigeon,whbpig1,species,2532.0,WBGP,TRSI,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Treron formosae,Whistling green-pigeon,whgpig1,species,2536.0,TAGP WGPI WHGP TGPI,TRFO,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Treron formosae permagnus/medioximus,Whistling green-pigeon (Ryukyu),whigrp1,issf,2537.0,RGPI WGPI TAGP WHGP TGPI,TRFO,,Columbiformes,Pigeons and Doves,Columbidae,whgpig1,,,columb2
Treron formosae formosae/filipinus,Whistling green-pigeon (Taiwan),whigrp2,issf,2540.0,TAGP WGPI WHGP TGPI,TRFO,,Columbiformes,Pigeons and Doves,Columbidae,whgpig1,,,columb2
Treron sp.,green-pigeon sp.,treron1,spuh,2543.0,,,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus cinctus,Pombo-frugívoro-de-dorso-negro,bbfdov1,species,2544.0,BFDO BBFD,PTCI,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus alligator,Black-banded fruit-dove,bbfdov2,species,2551.0,GRFD BFDO BBFD BAFD,PTAL,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus dohertyi,Red-naped fruit-dove,rnfdov1,species,2552.0,RNFD,PTDO,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus porphyreus,Pink-headed fruit-dove,phfdov1,species,2553.0,PHFD,PTPO,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus occipitalis,Yellow-breasted fruit-dove,ybfdov2,species,2554.0,YBFD,PTOC,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus marchei,Flame-breasted fruit-dove,fbfdov1,species,2557.0,FBFD,PTMA,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus merrilli,Cream-breasted fruit-dove,crbfrd1,species,2558.0,CBFD,PTME,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus fischeri,Red-eared fruit-dove,refdov1,species,2561.0,REFD,PTFI,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus fischeri fischeri/centralis,Red-eared fruit-dove (Red-eared),reefrd1,issf,2562.0,REFD,PTFI,,Columbiformes,Pigeons and Doves,Columbidae,refdov1,,,columb2
Ptilinopus fischeri meridionalis,Red-eared fruit-dove (Lompobattang),reefrd2,issf,2565.0,REFD,PTFI,,Columbiformes,Pigeons and Doves,Columbidae,refdov1,,,columb2
Ptilinopus jambu,Jambu fruit-dove,jafdov1,species,2566.0,JFDO JAFD,PTJA,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus epius,Maroon-chinned fruit-dove,macfrd1,species,2567.0,MCFD OFDO,PTEP,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus subgularis,Banggai fruit-dove,macfrd3,species,2568.0,BFDO BAFD,PTSU,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus mangoliensis,Sula fruit-dove,macfrd2,species,2569.0,SFDO SUFD,PTMA,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus leclancheri,Black-chinned fruit-dove,bcfdov1,species,2570.0,BCFD,PTLE,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus bernsteinii,Scarlet-breasted fruit-dove,sbfdov1,species,2575.0,SBFD,PTBE,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus magnificus,Wompoo fruit-dove,wofdov1,species,2578.0,WOFD WFDO,PTMA,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus perlatus,Pink-spotted fruit-dove,psfdov1,species,2584.0,PSFD,PTPE,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus ornatus,Ornate fruit-dove,orfdov1,species,2588.0,ORFD OFDO WOFD,PTOR,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus ornatus ornatus,Ornate fruit-dove (Western),ornfrd1,issf,2589.0,ORFD OFDO WOFD,PTOR,,Columbiformes,Pigeons and Doves,Columbidae,orfdov1,,,columb2
Ptilinopus ornatus gestroi,Ornate fruit-dove (Eastern),ornfrd2,issf,2590.0,ORFD WOFD OFDO,PTOR,,Columbiformes,Pigeons and Doves,Columbidae,orfdov1,,,columb2
Ptilinopus tannensis,Tanna fruit-dove,tafdov1,species,2591.0,TAFD TFDO,PTTA,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus aurantiifrons,Orange-fronted fruit-dove,offdov1,species,2592.0,OFFD,PTAU,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus wallacii,Wallace's fruit-dove,wafdov1,species,2593.0,WAFD WFDO,PTWA,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus superbus,Superb fruit-dove,sufdov1,species,2594.0,SFDO ESFD SUFD,PTSU,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus superbus temminckii,Superb fruit-dove (Western),supfrd1,issf,2595.0,SFDO ESFD SUFD,PTSU,,Columbiformes,Pigeons and Doves,Columbidae,sufdov1,,,columb2
Ptilinopus superbus superbus,Superb fruit-dove (Eastern),supfrd2,issf,2596.0,SFDO ESFD SUFD,PTSU,,Columbiformes,Pigeons and Doves,Columbidae,sufdov1,,,columb2
Ptilinopus perousii,Many-colored fruit-dove,mcfdov1,species,2597.0,MCFD,PTPE,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus ponapensis,Purple-capped fruit-dove,pucfrd1,species,2600.0,PFDO PCFD POFD,PTPO,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus hernsheimi,Kosrae fruit-dove,kosfrd1,species,2601.0,KOFD KFDO,PTHE,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus porphyraceus,Crimson-crowned fruit-dove,ccfdov1,species,2602.0,CCFD TOFD TFDO,PTPO,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus porphyraceus porphyraceus,Crimson-crowned fruit-dove (Tongan),crcfrd1,issf,2603.0,CCFD TFDO TOFD,PTPO,,Columbiformes,Pigeons and Doves,Columbidae,ccfdov1,,,columb2
Ptilinopus porphyraceus fasciatus,Crimson-crowned fruit-dove (Samoan),crcfrd2,issf,2604.0,CCFD TOFD TFDO,PTPO,,Columbiformes,Pigeons and Doves,Columbidae,ccfdov1,,,columb2
Ptilinopus pelewensis,Palau fruit-dove,pafdov1,species,2605.0,PFDO PAFD,PTPE,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus rarotongensis,Cook islands fruit-dove,cifdov1,species,2606.0,RFDO RAFD CIFD LCFD,PTRA,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus roseicapilla,Mariana fruit-dove,mafdov2,species,2609.0,MFDO MAFD,PTRO,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus regina,Pombo-frugívoro-de-coroa-rosada,rcfdov1,species,2610.0,RCFD,PTRE,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus regina xanthogaster/roseipileum,Pombo-frugívoro-de-coroa-rosada (xanthogaster/roseipileum),rocfrd6,issf,2611.0,RCFD,PTRE,,Columbiformes,Pigeons and Doves,Columbidae,rcfdov1,,,columb2
Ptilinopus regina [regina Group],Pombo-frugívoro-de-coroa-rosada (Grupo regina),rocfrd7,issf,2614.0,RCFD,PTRE,,Columbiformes,Pigeons and Doves,Columbidae,rcfdov1,,,columb2
Ptilinopus richardsii,Silver-capped fruit-dove,scfdov1,species,2618.0,SCFD,PTRI,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus chrysogaster,Raiatea fruit-dove,gygfrd2,species,2621.0,RFDO RAFD,PTCH,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus purpuratus,Gray-green fruit-dove,gygfrd1,species,2622.0,GGFD,PTPU,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus chalcurus,Makatea fruit-dove,mafdov1,species,2625.0,MFDO MAFD,PTCH,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus coralensis,Atoll fruit-dove,atfdov1,species,2626.0,AFDO ATFD,PTCO,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus greyi,Red-bellied fruit-dove,rbfdov1,species,2627.0,RBFD,PTGR,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus huttoni,Rapa fruit-dove,rafdov1,species,2628.0,RFDO RAFD,PTHU,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus dupetithouarsii,White-capped fruit-dove,wcfdov1,species,2629.0,WCFD,PTDU,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus mercierii,Red-moustached fruit-dove,rmfdov1,species,2632.0,RMFD,PTME,,Columbiformes,Pigeons and Doves,Columbidae,,true,1950,columb2
Ptilinopus insularis,Henderson island fruit-dove,hifdov1,species,2633.0,HFDO HEFD HIFD,PTIN,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus coronulatus,Coroneted fruit-dove,cofdov1,species,2634.0,COFD CFDO,PTCO,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus pulchellus,Beautiful fruit-dove,befdov1,species,2640.0,BFDO BEFD,PTPU,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus monacha,Blue-capped fruit-dove,bcfdov2,species,2643.0,BCFD,PTMO,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus rivoli,White-breasted fruit-dove,whbfrd1,species,2644.0,WBFD,PTRI,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus rivoli prasinorrhous,White-breasted fruit-dove (Moluccan),whbfrd2,issf,2645.0,WBFD,PTRI,,Columbiformes,Pigeons and Doves,Columbidae,whbfrd1,,,columb2
Ptilinopus rivoli bellus,White-breasted fruit-dove (Mountain),whbfrd3,issf,2646.0,WBFD,PTRI,,Columbiformes,Pigeons and Doves,Columbidae,whbfrd1,,,columb2
Ptilinopus rivoli [rivoli Group],White-breasted fruit-dove (White-bibbed),whbfrd7,issf,2647.0,WBFD,PTRI,,Columbiformes,Pigeons and Doves,Columbidae,whbfrd1,,,columb2
Ptilinopus speciosus,Geelvink fruit-dove,yebfrd1,species,2651.0,GEFD GFDO,PTSP,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus solomonensis,Yellow-bibbed fruit-dove,yebfrd2,species,2652.0,YBFD,PTSO,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus viridis,Claret-breasted fruit-dove,cbfdov1,species,2661.0,CBFD,PTVI,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus eugeniae,White-headed fruit-dove,whfdov2,species,2668.0,WHFD,PTEU,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus iozonus,Orange-bellied fruit-dove,obfdov1,species,2669.0,OBFD,PTIO,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus insolitus,Knob-billed fruit-dove,kbfdov1,species,2675.0,KBFD,PTIN,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus hyogastrus,Gray-headed fruit-dove,gyhfrd1,species,2678.0,GHFD,PTHY,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus granulifrons,Carunculated fruit-dove,cafdov1,species,2679.0,CFDO CAFD,PTGR,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus melanospilus,Black-naped fruit-dove,bknfrd1,species,2680.0,BNFD,PTME,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus nainus,Dwarf fruit-dove,dwafrd1,species,2686.0,DWFD DFDO,PTNA,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus arcanus,Negros fruit-dove,nefdov1,species,2687.0,NEFD NFDO,PTAR,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus victor,Orange dove,oradov1,species,2688.0,OFDO ORDO,PTVI,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus luteovirens,Golden dove,goldov1,species,2691.0,GODO GFDO,PTLU,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus layardi,Whistling dove,veldov1,species,2692.0,WHDO WFDO VEDO,PTLA,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus [undescribed form],Manui fruit-dove (undescribed form),manfrd1,form,2693.0,MFDO,,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ptilinopus sp.,fruit-dove sp.,fruitd1,spuh,2694.0,,,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Drepanoptila holosericea,Cloven-feathered dove,clfdov1,species,2695.0,CFDO,DRHO,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Alectroenas nitidissimus,Mauritius blue-pigeon,mabpig2,species,2696.0,MABP MBPI,ALNI,,Columbiformes,Pigeons and Doves,Columbidae,,true,1840,columb2
Alectroenas payandeei,Rodrigues blue-pigeon,rodblp1,species,2697.0,ROBP RBPI,ALPA,,Columbiformes,Pigeons and Doves,Columbidae,,true,1690,columb2
Alectroenas madagascariensis,Madagascar blue-pigeon,mabpig1,species,2698.0,MABP MBPI,ALMA,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Alectroenas sganzini,Comoro blue-pigeon,cobpig1,species,2699.0,COBP CBPI,ALSG,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Alectroenas pulcherrimus,Seychelles blue-pigeon,sebpig1,species,2702.0,SEBP SBPI,ALPU,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ducula poliocephala,Pink-bellied imperial-pigeon,pbipig1,species,2703.0,PBIP,DUPO,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ducula forsteni,White-bellied imperial-pigeon,wbipig1,species,2704.0,WBIP,DUFO,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ducula mindorensis,Mindoro imperial-pigeon,miipig2,species,2705.0,MIPI MIIP,DUMI,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ducula radiata,Gray-headed imperial-pigeon,gyhimp1,species,2706.0,GHIP,DURA,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ducula carola,Spotted imperial-pigeon,spipig3,species,2707.0,SIPI SPIP,DUCA,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ducula aenea,Green imperial-pigeon,gripig1,species,2711.0,GIPI GRIP,DUAE,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ducula aenea [aenea Group],Green imperial-pigeon (Green),grnimp1,issf,2712.0,GIPI GRIP,DUAE,,Columbiformes,Pigeons and Doves,Columbidae,gripig1,,,columb2
Ducula aenea nuchalis,Green imperial-pigeon (Maroon-naped),grnimp3,issf,2722.0,GIPI GRIP,DUAE,,Columbiformes,Pigeons and Doves,Columbidae,gripig1,,,columb2
Ducula aenea paulina,Green imperial-pigeon (Rufous-naped),grnimp4,issf,2723.0,GIPI GRIP,DUAE,,Columbiformes,Pigeons and Doves,Columbidae,gripig1,,,columb2
Ducula oenothorax,Enggano imperial-pigeon,grnimp5,species,2724.0,ENIP EIPI,DUOE,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ducula nicobarica,Nicobar imperial-pigeon,grnimp2,species,2725.0,NIPI NIIP,DUNI,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ducula perspicillata,Spectacled imperial-pigeon,wheimp2,species,2726.0,SIPI SPIP,DUPE,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ducula neglecta,Seram imperial-pigeon,wheimp1,species,2727.0,SIPI SEIP,DUNE,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ducula concinna,Elegant imperial-pigeon,elipig1,species,2728.0,EIPI BTIP ELIP,DUCO,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ducula pacifica,Pacific imperial-pigeon,paipig1,species,2729.0,PAIP PIPI,DUPA,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ducula rubricera,Red-knobbed imperial-pigeon,rkipig1,species,2732.0,RKIP,DURU,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ducula rubricera rubricera,Red-knobbed imperial-pigeon (Pink-necked),rekimp1,issf,2733.0,RKIP,DURU,,Columbiformes,Pigeons and Doves,Columbidae,rkipig1,,,columb2
Ducula rubricera rufigula,Red-knobbed imperial-pigeon (Gray-necked),rekimp2,issf,2734.0,RKIP,DURU,,Columbiformes,Pigeons and Doves,Columbidae,rkipig1,,,columb2
Ducula oceanica,Micronesian imperial-pigeon,miipig1,species,2735.0,MIPI MIIP,DUOC,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ducula aurorae,Polynesian imperial-pigeon,poipig1,species,2741.0,PIPI POIP,DUAU,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ducula galeata,Nuku hiva imperial-pigeon,marimp1,species,2744.0,MAIP NIPI MIPI NUIP NHIP,DUGA,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ducula myristicivora,Spice imperial-pigeon,spipig1,species,2745.0,SIPI SPIP,DUMY,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ducula geelvinkiana,Geelvink imperial-pigeon,spiimp2,species,2746.0,GEIP GIPI,DUGE,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ducula rufigaster,Purple-tailed imperial-pigeon,ptipig1,species,2747.0,PTIP,DURU,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ducula basilica,Cinnamon-bellied imperial-pigeon,cbipig2,species,2750.0,CBIP,DUBA,,Columbiformes,Pigeons and Doves,Columbidae,,,,columb2
Ducula basilica basilica,Cinnamon-bellied imperial-pigeon (Gray-naped),cibimp1,issf,2751.0,CBIP,DUBA,,Columbiformes,Pigeons and Doves,Columbidae,cbipig2,,,columb2
Ducula basilica obiensis,Cinnamon-bellied imperial-pigeon (Golden-naped),cibimp2,issf,2752.0,CBIP,DUBA,,Columbiformes,Pigeons and Doves,Columbidae,cbipig2,,,columb2
